pair_sml,state,pair
C[N+]1=CN(CC2=CC=CC=C2)C=C1.O=C(CCCCCCCCC)[O-],0.0,1-benzyl-3-methylimidazolium decanoate
C[N+]1=CN(CC2=CC=CC=C2)C=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-benzyl-3-methylimidazolium bis(fluorosulfonyl)imide
C[N+]1(CCCC)CCCCC1.[O-]S(=O)(OCC)=O,0.0,1-butyl-1-methylpiperidinium ethyl sulfate
C[N+]1(CCCC)CCCCC1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-butyl-1-methylpiperidinium bis(2-ethylhexyl)phosphate
C[N+]1(CCCC)CCCCC1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-butyl-1-methylpiperidinium dibutylphosphate
C[N+]1(CCCC)CCCCC1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-butyl-1-methylpiperidinium bis(pentafluoroethylsulfonyl)imide
C[N+]1(CCCC)CCCCC1.[O-]P(OCC)(OCC)=O,0.0,1-butyl-1-methylpiperidinium diethyl phosphate
C[N+]1(CCCC)CCCCC1.[O-]P(OC)(OC)=O,0.0,1-butyl-1-methylpiperidinium dimethyl phosphate
C[N+]1(CCCC)CCCCC1.[O-]S(=O)(OC)=O,0.0,1-butyl-1-methylpiperidinium methyl sulfate
C[N+]1(CCCC)CCCCC1.N#C[N-]C#N,0.0,1-butyl-1-methylpiperidinium dicyanamide
C[N+]1(CCCC)CCCCC1.N#C[C-](C#N)C#N,0.0,1-butyl-1-methylpiperidinium tricyanomethanide
C[N+]1(CCCC)CCCCC1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-butyl-1-methylpiperidinium bis(fluorosulfonyl)imide
C[N+]1(CCCC)CCCC1.[O-]S(=O)(OCC)=O,0.0,1-butyl-1-methylpyrrolidinium ethyl sulfate
C[N+]1(CCCC)CCCC1.O=C([H])[O-],0.0,1-butyl-1-methylpyrrolidinium formate
C[N+]1(CCCC)CCCC1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-butyl-1-methylpyrrolidinium bis(2-ethylhexyl)phosphate
C[N+]1(CCCC)CCCC1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-butyl-1-methylpyrrolidinium dibutylphosphate
C[N+]1(CCCC)CCCC1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-butyl-1-methylpyrrolidinium bis(pentafluoroethylsulfonyl)imide
C[N+]1(CCCC)CCCC1.[O-]P(OCC)(OCC)=O,0.0,1-butyl-1-methylpyrrolidinium diethyl phosphate
C[N+]1(CCCC)CCCC1.[O-]P(OC)(OC)=O,0.0,1-butyl-1-methylpyrrolidinium dimethyl phosphate
C[N+]1(CCCC)CCCC1.[O-]S(=O)(OC)=O,0.0,1-butyl-1-methylpyrrolidinium methyl sulfate
C[N+]1(CCCC)CCCC1.O=C(CCCCCCCCC)[O-],0.0,1-butyl-1-methylpyrrolidinium decanoate
C[N+]1(CCCC)CCCC1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)imide
CN1C=C[N+](CCCC)=C1C.[S-]C#N,0.0,"1-butyl-2,3-dimethylimidazolium thiocyanate"
CN1C=C[N+](CCCC)=C1C.O=C(C)[O-],0.0,"1-butyl-2,3-dimethylimidazolium acetate"
CN1C=C[N+](CCCC)=C1C.[O-]S(=O)(OCC)=O,0.0,"1-butyl-2,3-dimethylimidazolium ethyl sulfate"
CN1C=C[N+](CCCC)=C1C.[O-]S(=O)(O)=O,0.0,"1-butyl-2,3-dimethylimidazolium hydrogensulfate"
CN1C=C[N+](CCCC)=C1C.[O-]S(=O)(C)=O,0.0,"1-butyl-2,3-dimethylimidazolium methanesulfonate"
CN1C=C[N+](CCCC)=C1C.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,"1-butyl-2,3-dimethylimidazolium tosylate"
CN1C=C[N+](CCCC)=C1C.O=C([H])[O-],0.0,"1-butyl-2,3-dimethylimidazolium formate"
CN1C=C[N+](CCCC)=C1C.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,"1-butyl-2,3-dimethylimidazolium bis(2-ethylhexyl)phosphate"
CN1C=C[N+](CCCC)=C1C.[O-]P(OCCCC)(OCCCC)=O,0.0,"1-butyl-2,3-dimethylimidazolium dibutylphosphate"
CN1C=C[N+](CCCC)=C1C.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,"1-butyl-2,3-dimethylimidazolium bis(pentafluoroethylsulfonyl)imide"
CN1C=C[N+](CCCC)=C1C.O=C(C(F)(F)F)[O-],0.0,"1-butyl-2,3-dimethylimidazolium trifluoroacetate"
CN1C=C[N+](CCCC)=C1C.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,"1-butyl-2,3-dimethylimidazolium dodecylbenzenesulfonate"
CN1C=C[N+](CCCC)=C1C.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-butyl-2,3-dimethylimidazolium bis(2,4,4-trimethylpentyl)phosphinate"
CN1C=C[N+](CCCC)=C1C.[O-]P(OCC)(OCC)=O,0.0,"1-butyl-2,3-dimethylimidazolium diethyl phosphate"
CN1C=C[N+](CCCC)=C1C.[O-]P(OC)(OC)=O,0.0,"1-butyl-2,3-dimethylimidazolium dimethyl phosphate"
CN1C=C[N+](CCCC)=C1C.[O-]S(=O)(OC)=O,0.0,"1-butyl-2,3-dimethylimidazolium methyl sulfate"
CN1C=C[N+](CCCC)=C1C.N#C[N-]C#N,0.0,"1-butyl-2,3-dimethylimidazolium dicyanamide"
CN1C=C[N+](CCCC)=C1C.N#C[C-](C#N)C#N,-0.0,"1-butyl-2,3-dimethylimidazolium tricyanomethanide"
CN1C=C[N+](CCCC)=C1C.O=C(CCCCCCCCC)[O-],0.0,"1-butyl-2,3-dimethylimidazolium decanoate"
CN1C=C[N+](CCCC)=C1C.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,"1-butyl-2,3-dimethylimidazolium bis(fluorosulfonyl)imide"
CC1=CC=CC=[N+]1CCCC.[S-]C#N,0.0,1-butyl-2-methylpyridinium thiocyanate
CC1=CC=CC=[N+]1CCCC.O=C(C)[O-],0.0,1-butyl-2-methylpyridinium acetate
CC1=CC=CC=[N+]1CCCC.[O-]S(=O)(OCC)=O,0.0,1-butyl-2-methylpyridinium ethyl sulfate
CC1=CC=CC=[N+]1CCCC.[O-]S(=O)(O)=O,0.0,1-butyl-2-methylpyridinium hydrogensulfate
CC1=CC=CC=[N+]1CCCC.[O-]S(=O)(C)=O,0.0,1-butyl-2-methylpyridinium methanesulfonate
CC1=CC=CC=[N+]1CCCC.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-butyl-2-methylpyridinium tosylate
CC1=CC=CC=[N+]1CCCC.O=C([H])[O-],0.0,1-butyl-2-methylpyridinium formate
CC1=CC=CC=[N+]1CCCC.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-butyl-2-methylpyridinium bis(2-ethylhexyl)phosphate
CC1=CC=CC=[N+]1CCCC.[O-]P(OCCCC)(OCCCC)=O,0.0,1-butyl-2-methylpyridinium dibutylphosphate
CC1=CC=CC=[N+]1CCCC.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-butyl-2-methylpyridinium bis(pentafluoroethylsulfonyl)imide
CC1=CC=CC=[N+]1CCCC.O=C(C(F)(F)F)[O-],0.0,1-butyl-2-methylpyridinium trifluoroacetate
CC1=CC=CC=[N+]1CCCC.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-butyl-2-methylpyridinium bis(2,4,4-trimethylpentyl)phosphinate"
CC1=CC=CC=[N+]1CCCC.[O-]P(OCC)(OCC)=O,0.0,1-butyl-2-methylpyridinium diethyl phosphate
CC1=CC=CC=[N+]1CCCC.[O-]P(OC)(OC)=O,0.0,1-butyl-2-methylpyridinium dimethyl phosphate
CC1=CC=CC=[N+]1CCCC.[O-]S(=O)(OC)=O,0.0,1-butyl-2-methylpyridinium methyl sulfate
CC1=CC=CC=[N+]1CCCC.N#C[N-]C#N,0.0,1-butyl-2-methylpyridinium dicyanamide
CC1=CC=CC=[N+]1CCCC.N#C[C-](C#N)C#N,-0.0,1-butyl-2-methylpyridinium tricyanomethanide
CC1=CC=CC=[N+]1CCCC.O=C(CCCCCCCCC)[O-],0.0,1-butyl-2-methylpyridinium decanoate
CC1=CC=CC=[N+]1CCCC.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-butyl-2-methylpyridinium bis(fluorosulfonyl)imide
CN1C=C[N+](CCCC)=C1.[O-]S(=O)(OCC)=O,-0.0,1-butyl-3-methylimidazolium ethyl sulfate
CN1C=C[N+](CCCC)=C1.C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(C(F)(F)F)(F)F,0.0,1-butyl-3-methylimidazolium perfluorobutanesulfonate
CN1C=C[N+](CCCC)=C1.O=C([H])[O-],0.0,1-butyl-3-methylimidazolium formate
CN1C=C[N+](CCCC)=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-butyl-3-methylimidazolium bis(2-ethylhexyl)phosphate
CN1C=C[N+](CCCC)=C1.[O-]S(=O)(C(F)(F)C(F)F)=O,0.0,"1-butyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate"
CN1C=C[N+](CCCC)=C1.[O-]P(O)(O)=O,0.0,1-butyl-3-methylimidazolium dihydrogen phosphate
CN1C=C[N+](CCCC)=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-butyl-3-methylimidazolium dodecylbenzenesulfonate
CN1C=C[N+](CCCC)=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-butyl-3-methylimidazolium bis(2,4,4-trimethylpentyl)phosphinate"
CN1C=C[N+](CCCC)=C1.[O-]P(OCC)(OCC)=O,-0.0,1-butyl-3-methylimidazolium diethyl phosphate
CN1C=C[N+](CCCC)=C1.O=C(CCCCCCCCC)[O-],0.0,1-butyl-3-methylimidazolium decanoate
CC1=CC=C[N+](CCCC)=C1.[S-]C#N,0.0,1-butyl-3-methylpyridinium thiocyanate
CC1=CC=C[N+](CCCC)=C1.O=C(C)[O-],0.0,1-butyl-3-methylpyridinium acetate
CC1=CC=C[N+](CCCC)=C1.[O-]S(=O)(OCC)=O,0.0,1-butyl-3-methylpyridinium ethyl sulfate
CC1=CC=C[N+](CCCC)=C1.[O-]S(=O)(O)=O,0.0,1-butyl-3-methylpyridinium hydrogensulfate
CC1=CC=C[N+](CCCC)=C1.[O-]S(=O)(C)=O,0.0,1-butyl-3-methylpyridinium methanesulfonate
CC1=CC=C[N+](CCCC)=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-butyl-3-methylpyridinium tosylate
CC1=CC=C[N+](CCCC)=C1.O=C([H])[O-],0.0,1-butyl-3-methylpyridinium formate
CC1=CC=C[N+](CCCC)=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-butyl-3-methylpyridinium bis(2-ethylhexyl)phosphate
CC1=CC=C[N+](CCCC)=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-butyl-3-methylpyridinium dibutylphosphate
CC1=CC=C[N+](CCCC)=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-butyl-3-methylpyridinium bis(pentafluoroethylsulfonyl)imide
CC1=CC=C[N+](CCCC)=C1.O=C(C(F)(F)F)[O-],0.0,1-butyl-3-methylpyridinium trifluoroacetate
CC1=CC=C[N+](CCCC)=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-butyl-3-methylpyridinium dodecylbenzenesulfonate
CC1=CC=C[N+](CCCC)=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-butyl-3-methylpyridinium bis(2,4,4-trimethylpentyl)phosphinate"
CC1=CC=C[N+](CCCC)=C1.[O-]P(OCC)(OCC)=O,0.0,1-butyl-3-methylpyridinium diethyl phosphate
CC1=CC=C[N+](CCCC)=C1.[O-]P(OC)(OC)=O,0.0,1-butyl-3-methylpyridinium dimethyl phosphate
CC1=CC=C[N+](CCCC)=C1.[O-]S(=O)(OC)=O,0.0,1-butyl-3-methylpyridinium methyl sulfate
CC1=CC=C[N+](CCCC)=C1.N#C[N-]C#N,0.0,1-butyl-3-methylpyridinium dicyanamide
CC1=CC=C[N+](CCCC)=C1.N#C[C-](C#N)C#N,-0.0,1-butyl-3-methylpyridinium tricyanomethanide
CC1=CC=C[N+](CCCC)=C1.O=C(CCCCCCCCC)[O-],0.0,1-butyl-3-methylpyridinium decanoate
CC1=CC=C[N+](CCCC)=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-butyl-3-methylpyridinium bis(fluorosulfonyl)imide
C=CN1C=C[N+](CCCC)=C1.C(F)(F)(F)S(=O)(=O)[O-],0.0,1-butyl-3-vinylimidazolium triflate
C=CN1C=C[N+](CCCC)=C1.[S-]C#N,0.0,1-butyl-3-vinylimidazolium thiocyanate
C=CN1C=C[N+](CCCC)=C1.O=C(C)[O-],0.0,1-butyl-3-vinylimidazolium acetate
C=CN1C=C[N+](CCCC)=C1.[O-]S(=O)(OCC)=O,-0.0,1-butyl-3-vinylimidazolium ethyl sulfate
C=CN1C=C[N+](CCCC)=C1.[O-]S(=O)(O)=O,0.0,1-butyl-3-vinylimidazolium hydrogensulfate
C=CN1C=C[N+](CCCC)=C1.[O-]S(=O)(C)=O,0.0,1-butyl-3-vinylimidazolium methanesulfonate
C=CN1C=C[N+](CCCC)=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-butyl-3-vinylimidazolium tosylate
C=CN1C=C[N+](CCCC)=C1.C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(C(F)(F)F)(F)F,0.0,1-butyl-3-vinylimidazolium perfluorobutanesulfonate
C=CN1C=C[N+](CCCC)=C1.O=C([H])[O-],0.0,1-butyl-3-vinylimidazolium formate
C=CN1C=C[N+](CCCC)=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-butyl-3-vinylimidazolium bis(2-ethylhexyl)phosphate
C=CN1C=C[N+](CCCC)=C1.[O-]S(=O)(C(F)(F)C(F)F)=O,0.0,"1-butyl-3-vinylimidazolium 1,1,2,2-tetrafluoroethanesulfonate"
C=CN1C=C[N+](CCCC)=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-butyl-3-vinylimidazolium dibutylphosphate
C=CN1C=C[N+](CCCC)=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-butyl-3-vinylimidazolium bis(pentafluoroethylsulfonyl)imide
C=CN1C=C[N+](CCCC)=C1.[O-]P(O)(O)=O,0.0,1-butyl-3-vinylimidazolium dihydrogen phosphate
C=CN1C=C[N+](CCCC)=C1.O=C(C(F)(F)F)[O-],0.0,1-butyl-3-vinylimidazolium trifluoroacetate
C=CN1C=C[N+](CCCC)=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-butyl-3-vinylimidazolium dodecylbenzenesulfonate
C=CN1C=C[N+](CCCC)=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-butyl-3-vinylimidazolium bis(2,4,4-trimethylpentyl)phosphinate"
C=CN1C=C[N+](CCCC)=C1.[O-]P(OCC)(OCC)=O,-0.0,1-butyl-3-vinylimidazolium diethyl phosphate
C=CN1C=C[N+](CCCC)=C1.[O-]P(OC)(OC)=O,0.0,1-butyl-3-vinylimidazolium dimethyl phosphate
C=CN1C=C[N+](CCCC)=C1.[O-]S(=O)(OC)=O,0.0,1-butyl-3-vinylimidazolium methyl sulfate
C=CN1C=C[N+](CCCC)=C1.N#C[N-]C#N,-0.0,1-butyl-3-vinylimidazolium dicyanamide
C=CN1C=C[N+](CCCC)=C1.[O-][N+]([O-])=O,0.0,1-butyl-3-vinylimidazolium nitrate
C=CN1C=C[N+](CCCC)=C1.N#C[C-](C#N)C#N,-0.0,1-butyl-3-vinylimidazolium tricyanomethanide
C=CN1C=C[N+](CCCC)=C1.O=C(CCCCCCCCC)[O-],0.0,1-butyl-3-vinylimidazolium decanoate
C=CN1C=C[N+](CCCC)=C1.F[B-](F)(F)F,0.0,1-butyl-3-vinylimidazolium tetrafluoroborate
C=CN1C=C[N+](CCCC)=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,-0.0,1-butyl-3-vinylimidazolium bis(fluorosulfonyl)imide
CC1=CC=[N+](CCCC)C=C1.[S-]C#N,0.0,1-butyl-4-methylpyridinium thiocyanate
CC1=CC=[N+](CCCC)C=C1.O=C(C)[O-],0.0,1-butyl-4-methylpyridinium acetate
CC1=CC=[N+](CCCC)C=C1.[O-]S(=O)(OCC)=O,0.0,1-butyl-4-methylpyridinium ethyl sulfate
CC1=CC=[N+](CCCC)C=C1.[O-]S(=O)(O)=O,0.0,1-butyl-4-methylpyridinium hydrogensulfate
CC1=CC=[N+](CCCC)C=C1.[O-]S(=O)(C)=O,0.0,1-butyl-4-methylpyridinium methanesulfonate
CC1=CC=[N+](CCCC)C=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-butyl-4-methylpyridinium tosylate
CC1=CC=[N+](CCCC)C=C1.O=C([H])[O-],0.0,1-butyl-4-methylpyridinium formate
CC1=CC=[N+](CCCC)C=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-butyl-4-methylpyridinium bis(2-ethylhexyl)phosphate
CC1=CC=[N+](CCCC)C=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-butyl-4-methylpyridinium dibutylphosphate
CC1=CC=[N+](CCCC)C=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-butyl-4-methylpyridinium bis(pentafluoroethylsulfonyl)imide
CC1=CC=[N+](CCCC)C=C1.O=C(C(F)(F)F)[O-],0.0,1-butyl-4-methylpyridinium trifluoroacetate
CC1=CC=[N+](CCCC)C=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-butyl-4-methylpyridinium dodecylbenzenesulfonate
CC1=CC=[N+](CCCC)C=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-butyl-4-methylpyridinium bis(2,4,4-trimethylpentyl)phosphinate"
CC1=CC=[N+](CCCC)C=C1.[O-]P(OCC)(OCC)=O,0.0,1-butyl-4-methylpyridinium diethyl phosphate
CC1=CC=[N+](CCCC)C=C1.[O-]P(OC)(OC)=O,0.0,1-butyl-4-methylpyridinium dimethyl phosphate
CC1=CC=[N+](CCCC)C=C1.[O-]S(=O)(OC)=O,0.0,1-butyl-4-methylpyridinium methyl sulfate
CC1=CC=[N+](CCCC)C=C1.N#C[N-]C#N,0.0,1-butyl-4-methylpyridinium dicyanamide
CC1=CC=[N+](CCCC)C=C1.[O-][N+]([O-])=O,0.0,1-butyl-4-methylpyridinium nitrate
CC1=CC=[N+](CCCC)C=C1.O=C(CCCCCCCCC)[O-],0.0,1-butyl-4-methylpyridinium decanoate
CC1=CC=[N+](CCCC)C=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-butyl-4-methylpyridinium bis(fluorosulfonyl)imide
CCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],0.0,1-butylpyridinium triflate
CCCC[N+]1=CC=CC=C1.[S-]C#N,0.0,1-butylpyridinium thiocyanate
CCCC[N+]1=CC=CC=C1.O=C(C)[O-],0.0,1-butylpyridinium acetate
CCCC[N+]1=CC=CC=C1.[O-]S(=O)(OCC)=O,0.0,1-butylpyridinium ethyl sulfate
CCCC[N+]1=CC=CC=C1.[O-]S(=O)(O)=O,0.0,1-butylpyridinium hydrogensulfate
CCCC[N+]1=CC=CC=C1.[O-]S(=O)(C)=O,0.0,1-butylpyridinium methanesulfonate
CCCC[N+]1=CC=CC=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-butylpyridinium tosylate
CCCC[N+]1=CC=CC=C1.O=C([H])[O-],0.0,1-butylpyridinium formate
CCCC[N+]1=CC=CC=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-butylpyridinium bis(2-ethylhexyl)phosphate
CCCC[N+]1=CC=CC=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-butylpyridinium dibutylphosphate
CCCC[N+]1=CC=CC=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-butylpyridinium bis(pentafluoroethylsulfonyl)imide
CCCC[N+]1=CC=CC=C1.O=C(C(F)(F)F)[O-],0.0,1-butylpyridinium trifluoroacetate
CCCC[N+]1=CC=CC=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-butylpyridinium dodecylbenzenesulfonate
CCCC[N+]1=CC=CC=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-butylpyridinium bis(2,4,4-trimethylpentyl)phosphinate"
CCCC[N+]1=CC=CC=C1.[O-]P(OCC)(OCC)=O,0.0,1-butylpyridinium diethyl phosphate
CCCC[N+]1=CC=CC=C1.[O-]P(OC)(OC)=O,0.0,1-butylpyridinium dimethyl phosphate
CCCC[N+]1=CC=CC=C1.[O-]S(=O)(OC)=O,0.0,1-butylpyridinium methyl sulfate
CCCC[N+]1=CC=CC=C1.N#C[N-]C#N,0.0,1-butylpyridinium dicyanamide
CCCC[N+]1=CC=CC=C1.N#C[C-](C#N)C#N,-0.0,1-butylpyridinium tricyanomethanide
CCCC[N+]1=CC=CC=C1.O=C(CCCCCCCCC)[O-],0.0,1-butylpyridinium decanoate
CCCC[N+]1=CC=CC=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-butylpyridinium bis(fluorosulfonyl)imide
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[S-]C#N,0.0,1-dodecyl-3-methylimidazolium thiocyanate
CCN1C=C[N+](CCCCCCCCCCCC)=C1.O=C(C)[O-],0.0,1-dodecyl-3-methylimidazolium acetate
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-]S(=O)(OCC)=O,0.0,1-dodecyl-3-methylimidazolium ethyl sulfate
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-]S(=O)(O)=O,0.0,1-dodecyl-3-methylimidazolium hydrogensulfate
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-]S(=O)(C)=O,0.0,1-dodecyl-3-methylimidazolium methanesulfonate
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,1-dodecyl-3-methylimidazolium tosylate
CCN1C=C[N+](CCCCCCCCCCCC)=C1.O=C([H])[O-],0.0,1-dodecyl-3-methylimidazolium formate
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,1-dodecyl-3-methylimidazolium bis(2-ethylhexyl)phosphate
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-]S(=O)(C(F)(F)C(F)F)=O,0.0,"1-dodecyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate"
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-]P(OCCCC)(OCCCC)=O,0.0,1-dodecyl-3-methylimidazolium dibutylphosphate
CCN1C=C[N+](CCCCCCCCCCCC)=C1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,1-dodecyl-3-methylimidazolium bis(pentafluoroethylsulfonyl)imide
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-]P(O)(O)=O,0.0,1-dodecyl-3-methylimidazolium dihydrogen phosphate
CCN1C=C[N+](CCCCCCCCCCCC)=C1.O=C(C(F)(F)F)[O-],0.0,1-dodecyl-3-methylimidazolium trifluoroacetate
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-]S(=O)(C1=CC=C(CCCCCCCCCCCC)C=C1)=O,0.0,1-dodecyl-3-methylimidazolium dodecylbenzenesulfonate
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-]P(CC(CC(C)C)C)(CC(CC(C)(C)C)C)=O,0.0,"1-dodecyl-3-methylimidazolium bis(2,4,4-trimethylpentyl)phosphinate"
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-]P(OCC)(OCC)=O,0.0,1-dodecyl-3-methylimidazolium diethyl phosphate
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-]P(OC)(OC)=O,0.0,1-dodecyl-3-methylimidazolium dimethyl phosphate
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-]S(=O)(OC)=O,0.0,1-dodecyl-3-methylimidazolium methyl sulfate
CCN1C=C[N+](CCCCCCCCCCCC)=C1.N#C[N-]C#N,0.0,1-dodecyl-3-methylimidazolium dicyanamide
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[O-][N+]([O-])=O,0.0,1-dodecyl-3-methylimidazolium nitrate
CCN1C=C[N+](CCCCCCCCCCCC)=C1.N#C[C-](C#N)C#N,0.0,1-dodecyl-3-methylimidazolium tricyanomethanide
CCN1C=C[N+](CCCCCCCCCCCC)=C1.O=C(CCCCCCCCC)[O-],0.0,1-dodecyl-3-methylimidazolium decanoate
CCN1C=C[N+](CCCCCCCCCCCC)=C1.[N-](S(=O)(=O)F)S(=O)(=O)F,0.0,1-dodecyl-3-methylimidazolium bis(fluorosulfonyl)imide
CN1C=C[N+](CC)=C1C.[S-]C#N,0.0,"1-ethyl-2,3-dimethylimidazolium thiocyanate"
CN1C=C[N+](CC)=C1C.O=C(C)[O-],0.0,"1-ethyl-2,3-dimethylimidazolium acetate"
CN1C=C[N+](CC)=C1C.[O-]S(=O)(OCC)=O,0.0,"1-ethyl-2,3-dimethylimidazolium ethyl sulfate"
CN1C=C[N+](CC)=C1C.[O-]S(=O)(O)=O,0.0,"1-ethyl-2,3-dimethylimidazolium hydrogensulfate"
CN1C=C[N+](CC)=C1C.[O-]S(=O)(C)=O,0.0,"1-ethyl-2,3-dimethylimidazolium methanesulfonate"
CN1C=C[N+](CC)=C1C.[O-]S(=O)(C1=CC=C(C)C=C1)=O,0.0,"1-ethyl-2,3-dimethylimidazolium tosylate"
CN1C=C[N+](CC)=C1C.O=C([H])[O-],0.0,"1-ethyl-2,3-dimethylimidazolium formate"
CN1C=C[N+](CC)=C1C.[O-]P(OCC(CC)CCCC)(OCC(CCCC)CC)=O,0.0,"1-ethyl-2,3-dimethylimidazolium bis(2-ethylhexyl)phosphate"
CN1C=C[N+](CC)=C1C.[O-]P(OCCCC)(OCCCC)=O,0.0,"1-ethyl-2,3-dimethylimidazolium dibutylphosphate"
CN1C=C[N+](CC)=C1C.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)C(F)(F)F)=O,0.0,"1-ethyl-2,3-dimethylimidazolium bis(pentafluoroethylsulfonyl)imide"
